"Espacenet";"";"";"";"";"";"";"";"";
"Patent search";"";"";"";"";"";"";"";"";
"874 results found for My patents";"";"";"";"";"";"";"";"";
"Results 1 to 874 displayed";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"Sort by: Relevance";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"34";"FALLBACK ARTIFICIAL INTELLIGENCE SYSTEM FOR REDUNDANCY DURING SYSTEM FAILOVER";"HAZRA JOYDEEP [IN] 
THONUPUNOORI HARSHITH [IN] 
ALAM MD FAIZ [IN] 
BHAT RAJENDRA [IN] 
BHARAMASAGAR CHANDRASEKHARAPPA SANTOSH [IN] 
KUMAR SOURAV [IN] 
KOHLI VIJAYENT [IN]";"PAYPAL INC [US]";"US11568253B2 
US2022050751A1";"2020-08-11";"G06N3/04 
G06F11/14 
G06N3/08 
G06Q20/40";"G06F11/0757 (EP) 
G06F11/1476 (US) 
G06F11/1482 (US) 
G06F11/2028 (EP) 
G06F11/3006 (EP) 
G06N3/045 (EP) 
G06N3/08 (EP,US) 
G06N3/09 (EP) 
G06F2201/805 (US) 
G06Q20/4016 (US)";"2022-02-17 
2023-01-31";"2022-02-17";"080224184";
"35";"Data maintenance method based on big data and artificial intelligence and big data platform";"CHEN CHAO";"JIANGSU VOCATIONAL INST ARCHITECTURAL TECH";"CN114092013A";"2021-11-25";"G06F16/901 
G06F16/903 
G06F16/906 
G06Q10/08 
G06Q30/06";"G06F16/901 (CN) 
G06F16/903 (CN) 
G06F16/906 (CN) 
G06Q10/08355 (CN) 
G06Q30/0601 (CN)";"2022-02-25";"2022-02-25";"080304374";
"36";"SSD SYSTEM FOR SYNTAGMATICALLY MANAGING SSD DISTRIBUTION NETWORK BASED ON ARTIFICIAL INTELLIGENCE";"YEO SUK HYUN [KR] 
YEO SUK HWAN [KR] 
YEO SUK HUN";"YEO SUK HYUN [KR] 
YEO SUK HWAN [KR]";"KR20220022586A";"2020-08-19";"G06Q10/06 
G06Q10/08 
G06Q10/10 
G06Q40/00";"G06Q10/0635 (KR) 
G06Q10/0637 (KR) 
G06Q10/0639 (KR) 
G06Q10/087 (KR) 
G06Q10/10 (KR) 
G06Q40/12 (KR)";"2022-02-28";"2022-02-28";"080497227";
"37";"Resource sharing method and device, service creating method and device and electronic equipment";"QIU FENGZHI 
ZHOU KAI 
WANG QIAN 
SUN QUAN 
HE KAI 
ZHANG HENG 
GAO GUMING 
YU JING";"BEIJING BAIDU NETCOM SCIENCE TECHNOLOGY CO LTD";"CN114116200A 
CN114116200B";"2021-10-27";"G06F9/50";"G06F9/5072 (CN,US) 
G06F9/5077 (US) 
G06N3/045 (US) 
G06Q10/00 (EP)";"2022-03-01 
2024-04-05";"2022-03-01";"080377269";
"38";"E-commerce content pushing method adopting artificial intelligence analysis and E-commerce big data system";"XIANG SHIYIN";"SUPPLY PURE INTERNET BUSINESS LTD COMPANY";"CN114117235A";"2021-12-07";"G06F16/36 
G06F16/9535 
G06N5/02 
G06Q30/06";"G06F16/367 (CN) 
G06F16/9535 (CN) 
G06N5/02 (CN) 
G06Q30/0601 (CN)";"2022-03-01";"2022-03-01";"080367341";
"39";"AI O2O O2O ELECTRONIC COMMERCE SYSTEM BASED ON AI";"KIM TAE HWAN";"ONEULBASKET CORP [KR]";"KR102369757B1";"2021-09-01";"G06Q10/02 
G06Q30/02 
G06Q30/06 
G06Q50/00 
G06Q50/12";"B65D5/4212 (KR) 
B65D5/50 (KR) 
G06N20/00 (KR) 
G06Q10/04 (KR) 
G06Q30/02 (KR) 
G06Q30/0633 (KR) 
G06Q50/12 (KR)";"2022-03-03";"2022-03-03";"080818992";
"40";"Data processing and model training method and device, electronic equipment and storage medium";"WU SIWEN 
XU LINFENG 
XU HAIYANG 
XU HANCHENXI 
ZHANG JUYAN 
YANG DEJIANG";"BEIJING BAIDU NETCOM SCIENCE TECHNOLOGY CO LTD";"CN114138976A 
CN114138976B";"2021-12-08";"G06F16/35 
G06F40/289 
G06K9/62 
G06N20/00 
G06F16/353 
G06F40/284 
G06F40/30";"G06F16/355 (CN) 
G06F18/2431 (CN) 
G06F40/289 (CN) 
G06N20/00 (CN)";"2022-03-04 
2026-01-02";"2022-03-04";"080385306";
"41";"Intelligent classification garbage recycling bin based on Internet";"AI DIYING";"HAINAN JIA RUI INTERNET SCIENCE AND TECH LIMITED COMPANY";"CN215973258U";"2021-07-26";"B65F1/00 
B65F1/14 
B65F1/16 
G09F23/00 
H04N5/225";"";"2022-03-08";"2022-03-08";"080576294";
"42";"Enterprise customer acquisition management system";"WANG ZHAOYUN 
CHEN LIANGYU 
ZHENG XUEXIA";"GUANGZHOU YIHUI CLOUD SCIENCE AND TECH DEVELOPMENT LIMITED COMPANY";"CN114155027A";"2021-12-01";"G06Q30/02 
G06Q30/08";"G06Q30/0201 (CN) 
G06Q30/0202 (CN) 
G06Q30/08 (CN)";"2022-03-08";"2022-03-08";"080455469";
"43";"Computer network architecture with machine learning and artificial intelligence and care groupings";"TALVOLA ERIK [US] 
SUN EMMET [US] 
ROGOW ADAM F [US] 
LARSON JEFFREY D [US] 
WARNER JUSTIN [US]";"CLARIFY HEALTH SOLUTIONS INC [US]";"US11527313B1";"2019-11-27";"G06N20/00 
G06Q30/02 
G16H10/60 
G16H15/00 
G16H50/30";"G06N20/00 (EP,US) 
G06Q30/0201 (EP,US) 
G16H10/60 (EP,US) 
G16H15/00 (US) 
G16H50/30 (EP,US) 
G16H40/20 (EP)";"2022-12-13";"2022-03-08";"080473487";
"44";"Information pushing method based on e-commerce behavior big data and artificial intelligence prediction system";"LI SHUO";"ZHANG CHUNYAN";"CN115114531A 
CN115114531B";"2021-12-07";"G06F16/9535 
G06F16/957 
H04L67/51 
H04L67/55";"G06F16/9535 (CN) 
G06F16/957 (CN) 
Y02D10/00 (EP)";"2022-09-27 
2023-04-25";"2022-03-08";"080453394";
"45";"OVERSEAS E-COMMERCE RELATED LOGISTICS SERVICE PROVISION SYSTEM USING ARTIFICIAL INTELLIGENCE AND CLOUD";"LEE MYUNG BUM 
CHOI SEOK HO 
SIM HYUN WOO 
RO RAE HYUN 
PARK GYU MIN 
KIM HEUNG SEOP 
SIM HEE JO 
KIM BO YOUNG 
KWON JIN A 
LEE SEONG HOON 
NHO WOO HYUN 
CHO YOUNG HUN";"REVE CO LTD [KR]";"KR102385505B1";"2021-12-08";"G06Q10/06 
G06Q10/08 
G06Q20/40 
G06Q30/04 
G06Q30/06";"G06Q10/0633 (KR) 
G06Q10/0831 (KR) 
G06Q10/0838 (KR) 
G06Q10/087 (KR) 
G06Q20/407 (KR) 
G06Q30/04 (KR) 
G06Q30/0633 (KR)";"2022-04-14";"2022-03-10";"080816225";
"46";"AI interactive e-commerce system based on deep learning";"HUANG YONGFENG 
ZHOU TAN 
SHI LEI 
SU JUNFENG";"JIANGSU NINE ONE NETWORK SCIENCE AND TECH LIMITED COMPANY";"CN114169977A";"2021-12-30";"G06N20/00 
G06Q10/10 
G06Q30/06";"G06N20/00 (CN) 
G06Q10/103 (CN) 
G06Q30/0601 (CN)";"2022-03-11";"2022-03-11";"080488555";
"47";"Cloud service big data mining method based on artificial intelligence and cloud computing system";"YANG WENJING";"ZIBO CLOUD FAMILY INTERNET INFORMATION TECH LIMITED COMPANY";"CN114218493A";"2021-12-23";"G06F16/36 
G06F16/9535 
G06Q30/02";"G06F16/367 (CN) 
G06F16/9535 (CN) 
G06Q30/0201 (CN) 
G06Q30/0254 (CN) 
G06Q30/0255 (CN) 
G06Q30/0277 (CN) 
G06F2216/03 (CN)";"2022-03-22";"2022-03-22";"080705357";
"48";"Cold chain transportation method, device and equipment based on applet and storage medium";"LI JIE 
YANG ZHOULONG";"SHANGHAI EONGPU INFORMATION TECH LIMITED COMPANY";"CN114254973A";"2021-12-14";"G06F16/9537 
G06Q10/06 
G06Q10/08";"G06F16/9537 (CN) 
G06Q10/0631 (CN) 
G06Q10/0832 (CN)";"2022-03-29";"2022-03-29";"080795056";
"49";"Content search method and device, electronic equipment, storage medium and program product";"ZHU XIUHONG 
ZHANG WEI 
YI LEI 
HUANG JINHONG 
HUANG ZEQIAN";"TENCENT TECH SHENZHEN CO LTD";"CN114328797A 
CN114328797B";"2021-11-09";"G06F16/31 
G06F16/35 
G06F40/30";"";"2022-04-12 
2024-03-19";"2022-04-12";"081045096";
"50";"E-commerce platform optimization method and device based on user behaviors, equipment and medium";"LI BIN 
YUAN ZHENRU";"SHENZHEN QIHAOHAJI SCIENCE AND TECH CO";"CN114329213A 
CN114329213B";"2021-12-30";"G06F16/9535 
G06F8/70 
G06Q30/06";"";"2022-04-12 
2022-08-30";"2022-04-12";"081018631";
"51";"System and Method for Extremely Efficient Image and Pattern Recognition and Artificial Intelligence Platform";"ZADEH LOTFI A [US] 
TADAYON SAIED [US] 
TADAYON BIJAN [US] 
TADAYON BIJAN";"Z ADVANCED COMPUTING INC [US]";"US11914674B2 
US2022121884A1";"2011-09-24";"G06K9/62 
G06N3/00 
G06N3/04 
G06F16/43 
G06F16/953 
G06F18/21 
G06N3/006 
G06N3/043";"G06F16/3344 (EP) 
G06F16/43 (EP,US) 
G06F16/953 (EP,US) 
G06F18/2185 (US) 
G06F18/2413 (EP) 
G06N3/006 (US) 
G06N3/043 (EP,US) 
G06N3/044 (EP) 
G06N3/084 (EP) 
G06N5/025 (EP) 
G06N7/023 (EP) 
G06V10/25 (EP) 
G06V10/764 (EP) 
G06V10/82 (EP) 
G06V40/171 (EP) 
G06N3/045 (EP) 
G06N7/01 (EP) 
G06V10/454 (EP)";"2022-04-21 
2024-02-27";"2022-04-21";"089980812";
"52";"Agricultural big data platform based on cloud";"YANG HONGBING 
ZHOU HAO 
CHEN YAQIONG 
FANG JIANYONG";"HUBEI TAIJI SATELLITE TECH DEVELOPMENT STOCK LIMITED COMPANY";"CN114387119A";"2022-01-10";"G06F16/27 
G06Q50/02";"G06F16/27 (CN) 
G06Q50/02 (CN)";"2022-04-22";"2022-04-22";"081199430";
"53";"Method Apparatus and System for Generating Online Shopping Mall";"LEE JAE SUK";"CAFE24 CORP [KR]";"KR20220050078A";"2020-10-15";"G06Q30/06 
G06Q50/10";"G06Q30/0601 (KR) 
G06Q50/10 (KR)";"2022-04-22";"2022-04-22";"081452387";
"54";"Recommendation engine based on subdivided markets";"LETHERSON ITAMAR DAVID 
CHUDIN RODAN 
KATZ O 'HARTON JULIE DEVORAH 
SHAHAROO MOSHE";"NCR CO";"CN114463078A";"2020-10-30";"G06K9/62 
G06N20/00 
G06Q30/06";"G06F16/24578 (US) 
G06F18/22 (CN) 
G06F9/54 (US) 
G06K7/10722 (EP) 
G06K7/1404 (EP) 
G06N20/00 (CN,US) 
G06Q10/087 (US) 
G06Q30/0185 (US) 
G06Q30/0201 (US) 
G06Q30/0253 (EP) 
G06Q30/0631 (EP,CN,US) 
G06K19/06028 (US)";"2022-05-10";"2022-05-04";"076584331";
"55";"DIGITAL RESILIENCE MARKETPLACE PLATFORM AND METHOD THEREOF";"SAVARESE DOMENICO [CH]";"SWISS REINSURANCE CO LTD [CH]";"US12412216B2 
US2022138819A1";"2020-11-05";"G06Q30/06 
G16H20/60 
G06Q30/0601 
G06Q40/08";"G06Q30/06 (EP) 
G06Q30/0609 (US) 
G06Q40/08 (EP,US) 
G16H20/60 (US)";"2022-05-05 
2025-09-09";"2022-05-05";"073288563";
"56";"SYSTEM FOR PROVIDING COORDINATION SERVICE BASED ON CLOTHING OF USER";"LEE DONG EUN";"SOTALABS [KR]";"KR102453114B1 
KR20220057187A";"2020-10-29";"G06K9/62 
G06Q30/06 
G06Q50/00";"G06F18/24 (KR) 
G06Q10/40 (KR) 
G06Q30/0613 (KR) 
G06Q30/0631 (KR) 
G06Q30/0643 (KR)";"2022-05-09 
2022-10-12";"2022-05-09";"081582561";
"57";"Product operation method and device";"ZHUANG RONGDUN 
JIANG XUFANG 
LEE KWANG-YOUNG 
XIE WEI 
LEI NING 
FENG ZHIBIN 
LIU GENG 
SUN YU 
YANG ZHONG 
QIN HUAGEN 
ZHANG QIAN";"PEARL HARMONIC FARROWING FINANCIAL SCIENCE AND TECH INSTITUTE CO";"CN114511375A";"2021-12-31";"G06F16/9535 
G06Q30/06";"G06F16/9535 (CN) 
G06Q30/0631 (CN)";"2022-05-17";"2022-05-17";"081547841";
"58";"User portrait mining method based on Internet big data and artificial intelligence cloud system";"WANG JINSHAN";"WANG JINSHAN";"CN114547440A";"2022-01-25";"G06F16/906 
G06F16/9535 
G06Q30/06";"G06F16/906 (CN) 
G06F16/9535 (CN) 
G06Q30/0631 (CN) 
Y02D10/00 (EP)";"2022-05-27";"2022-05-27";"081671183";
"59";"Cross-border e-commerce big data intelligent processing transmission method and platform";"ZHAO RUIJIN 
ZHAO XIAODIE 
XUE ZHIYUN";"UNIV WENZHOU";"CN114548810A";"2022-02-28";"G06Q10/06 
G06Q10/08 
G06Q30/06";"G06Q10/06393 (CN) 
G06Q10/083 (CN) 
G06Q30/0601 (CN) 
G06Q30/0623 (CN) 
Y02D10/00 (EP)";"2022-05-27";"2022-05-27";"081662561";
"60";"E-commerce platform construction method and system based on artificial intelligence";"SONG SHIMIN";"SONG SHIMIN";"CN114547163A";"2022-01-10";"G06F16/2457 
G06F16/25 
G06N5/00";"G06F16/2457 (CN) 
G06F16/256 (CN) 
G06N5/01 (CN)";"2022-05-27";"2022-05-27";"081669152";
"61";"Business optimization method based on big data and artificial intelligence and electronic commerce AI system";"WANG JINSHAN";"WANG JINSHAN";"CN114547439A";"2022-01-25";"G06F16/906 
G06F16/9535 
G06F40/35 
G06N3/04 
G06N3/08 
G06Q30/06";"G06F16/906 (CN) 
G06F16/9535 (CN) 
G06F40/35 (CN) 
G06N3/045 (CN) 
G06N3/08 (CN) 
G06Q30/0601 (CN)";"2022-05-27";"2022-05-27";"081671989";
"62";"Artificial intelligence internet e-commerce learning device";"LIAO XIAOJUAN";"CHONGQING DEPT PROFESSIONAL COLLEGE";"CN216719265U";"2021-09-06";"G09B5/00 
H05K5/02 
H05K7/20";"";"2022-06-10";"2022-06-10";"081870908";
"63";"SYSTEMS, METHODS, KITS, AND APPARATUSES FOR AI- DRIVEN DIGITAL TWINS FOR VALUE CHAIN NETWORK CONTROL TOWERS";"CELLA CHARLES H [US] 
CARDNO ANDREW [US] 
PARENTI JENNA [US] 
LOCKE ANDREW S [US] 
KELL BRAD [US] 
EL-TAHRY TEYMOUR S [US] 
FORTIN JR LEON [US] 
BUNIN ANDREW [US] 
SHARMA KUNAL [IN] 
CHARON TAYLOR [US] 
MALCHEV HRISTO [US] 
VETTER ERIC P [US] 
STEIN DAVID [US] 
GOODMAN BENJAMIN D [US]";"STRONG FORCE VCN PORTFOLIO 2019 LLC [US]";"US12314060B2 
US2024144103A1";"2019-11-05";"G06N20/00 
G05B19/4155 
G05D1/00 
G05D1/223 
G06N3/08 
G06Q10/06 
G06Q10/0635 
G06Q10/0637 
G06Q10/0833 
G06Q10/087";"G05B19/4155 (US) 
G05B19/41885 (EP,US) 
G05D1/0297 (US) 
G05D1/223 (US) 
G05D1/6987 (EP,US) 
G06N20/00 (US) 
G06N3/0464 (EP) 
G06N3/08 (US) 
G06N3/09 (EP) 
G06Q10/06 (EP,US) 
G06Q10/0635 (EP,US) 
G06Q10/06375 (EP,US) 
G06Q10/06395 (EP,US) 
G06Q10/08 (EP) 
G06Q10/0833 (EP,US) 
G06Q10/087 (US) 
G06Q10/0872 (EP) 
G06Q10/0875 (EP,US) 
G06Q30/0201 (EP,US) 
G06Q30/0202 (EP,US) 
G06Q50/04 (EP,US) 
G06Q50/40 (EP,US) 
G05B2219/50391 (US) 
G05D2101/15 (EP,US) 
G05D2107/70 (EP,US) 
G05D2109/10 (EP,US) 
G06N20/10 (EP) 
G06N20/20 (EP,US) 
G06N3/006 (EP,US) 
G06N3/044 (EP,US) 
G06N3/0455 (EP,US) 
G06N3/049 (EP,US) 
G06N3/084 (EP,US) 
G06N3/088 (EP,US) 
G06N5/01 (EP,US) 
G06N7/01 (EP,US) 
G06Q2220/00 (EP,US)";"2024-05-02 
2025-05-27";"2022-06-16";"099798991";
"64";"Distributed-Ledger-Based Manufacturing for Value Chain Networks";"CELLA CHARLES HOWARD [US] 
BLIVEN BRENT [US] 
SHARMA KUNAL [IN] 
EL-TAHRY TEYMOUR S [US]";"STRONG FORCE VCN PORTFOLIO 2019 LLC [US]";"US12361399B2 
US2023103078A1";"2020-12-18";"G06Q10/0631 
G06Q10/0633 
G06Q20/14 
B25J9/16 
B29C64/386 
B29C64/393 
B33Y10/00 
B33Y50/00 
B33Y50/02 
G02B26/00 
G02B3/14 
G05B13/02 
G05B13/04 
G05B17/02 
G05B19/402 
G05B19/4099 
G05D1/00 
G06F30/27 
G06N20/00 
G06N20/20 
G06Q10/063 
G06T7/70 
H04L9/00 
H04L9/32 
H04L9/40 
G06F113/10 
G06Q10/06 
G06Q10/0831 
G06Q10/0833 
G06Q10/087 
G06Q30/0201";"B22F10/70 (KR) 
B22F10/85 (EP,KR,US) 
B25J9/161 (US) 
B25J9/163 (US) 
B25J9/1653 (US) 
B25J9/1661 (EP,US) 
B25J9/1671 (US) 
B25J9/1682 (EP,US) 
B25J9/1697 (EP,US) 
B29C64/357 (EP,US) 
B29C64/379 (EP,US) 
B29C64/386 (US) 
B29C64/393 (EP,US) 
B33Y10/00 (US) 
B33Y40/00 (EP,US) 
B33Y50/00 (US) 
B33Y50/02 (EP,US) 
G02B26/00 (US) 
G02B3/14 (US) 
G05B13/0265 (AU,KR,US) 
G05B13/042 (AU,KR,US) 
G05B17/02 (US) 
G05B19/402 (US) 
G05B19/4097 (AU,KR) 
G05B19/4099 (EP,US) 
G05B19/41865 (EP,AU,US) 
G05D1/0027 (US) 
G05D1/0221 (EP) 
G05D1/0297 (EP,US) 
G05D1/221 (US) 
G05D1/6987 (US) 
G06F30/27 (US) 
G06N20/00 (EP,AU,US) 
G06N20/10 (EP,US) 
G06N20/20 (US) 
G06N3/006 (EP,US) 
G06N3/045 (EP,US) 
G06N3/0464 (EP,US) 
G06N3/084 (EP,US) 
G06N3/088 (EP,US) 
G06N3/09 (EP,US) 
G06N5/025 (EP,AU,US) 
G06Q10/06311 (AU,KR,US) 
G06Q10/06313 (AU,KR) 
G06Q10/0633 (AU,KR,US) 
G06Q10/0635 (KR) 
G06Q10/087 (EP) 
G06Q10/10 (KR) 
G06Q20/14 (US) 
G06Q50/04 (AU,KR) 
G06T7/70 (US) 
H04L63/1441 (US) 
H04L9/3239 (US) 
H04L9/50 (US) 
B22F10/70 (EP,US) 
B22F2998/00 (EP,KR,US) 
B25J9/1671 (EP) 
B29C64/10 (EP,US) 
B33Y10/00 (EP,KR) 
B33Y40/00 (KR) 
B33Y50/02 (KR) 
G02B3/14 (EP) 
G05B17/02 (EP) 
G05B19/4099 (AU,KR) 
G05B2219/32015 (US) 
G05B2219/32117 (EP,US) 
G05B2219/32254 (EP,US) 
G05B2219/32291 (EP,US) 
G05B2219/32365 (EP,US) 
G05B2219/33006 (EP,US) 
G05B2219/35134 (AU) 
G05B2219/36252 (EP,US) 
G05B2219/39146 (EP,US) 
G05B2219/39167 (EP,US) 
G05B2219/40113 (EP,US) 
G05B2219/49023 (EP,AU,US) 
G06F2113/10 (US) 
G06N20/10 (AU) 
G06Q10/06 (US) 
G06Q10/0631 (US) 
G06Q10/063114 (US) 
G06Q10/06313 (US) 
G06Q10/06316 (US) 
G06Q10/06395 (AU) 
G06Q10/0831 (US) 
G06Q10/0833 (US) 
G06Q10/087 (US) 
G06Q2220/00 (US) 
G06Q30/0201 (US) 
G06T2207/20081 (US) 
Y02P80/10 (EP) 
Y02P80/40 (EP) 
Y02P90/02 (EP,KR) 
Y02P90/30 (EP,KR,US) 
Y02P90/84 (EP) 
B22F2998/00, B22F10/18, B22F10/28, ADD (EP)      ";"2023-03-30 
2025-07-15";"2022-06-23";"082058514";
"65";"Business data processing method and system based on artificial intelligence and electronic shopping mall";"DUAN YONGJUN 
LI HAIYAN";"LI HAIYAN";"CN114663187A 
CN114663187B";"2022-03-30";"G06Q30/02 
G06Q30/06 
G06Q30/0251 
G06Q30/0601";"G06Q30/0251 (CN) 
G06Q30/0601 (CN)";"2022-06-24 
2023-05-12";"2022-06-24";"082034097";
"66";"E-commerce data storage method and system based on artificial intelligence, and cloud platform";"BAI YIMING 
LIANG WEIXIANG";"BAI YIMING";"CN114661724A";"2022-04-02";"G06F16/215 
G06F16/22 
G06F16/23 
G06Q30/02";"G06F16/215 (CN) 
G06F16/22 (CN) 
G06F16/2358 (CN) 
G06F16/2365 (CN) 
G06Q30/0201 (CN)";"2022-06-24";"2022-06-24";"082032527";
"67";"ARTICLE OF MANUFACTURE FOR ENABLING A VARIETY OF COMMERCIAL AND NON-COMMERCIAL TRANSACTIONS THROUGH CHATBOT SERVICE DRIVEN COMMUNICATION SESSIONS WITHIN A SOCIAL CHAT AND E-COMMERCE NETWORK FRAMEWORK";"ANG CARLOS HANZYL [PH] 
REGUA HARLEY DAVIDSON [PH]";"AVIGATE INC [PH]";"PH22022050499U1 
PH22022050499U3";"2022-06-09";"G06Q30/00";"";"2022-06-29 
2023-06-14";"2022-06-29";"094734836";
"68";"METHOD OF ENABLING A VARIETY OF COMMERCIAL AND NON-COMMERCIAL TRANSACTIONS THROUGH CHATBOT SERVICE-DRIVEN COMMUNICATION SESSIONS WITHIN A SOCIAL CHAT AND E-COMMERCE NETWORK FRAMEWORK";"ANG CARLOS HANZYL [PH] 
REGUA HARLEY DAVIDSON [PH]";"AVIGATE INC [PH]";"PH22022050502U1";"2022-06-09";"G06Q30/00";"";"2022-06-29";"2022-06-29";"094392772";
"69";"COMPUTER PROGRAM PRODUCT FOR ENABLING A VARIETY OF COMMERCIAL AND NON-COMMERCIAL TRANSACTIONS THROUGH CHATBOT SERVICE-DRIVEN COMMUNICATION SESSIONS WITHIN A SOCIAL CHAT AND E-COMMERCE NETWORK FRAMEWORK";"ANG CARLOS HANZYL [PH] 
REGUA HARLEY DAVIDSON [PH]";"AVIGATE INC [PH]";"PH22022050500U1 
PH22022050500U3";"2022-06-09";"G06Q30/00";"";"2022-06-29 
2023-06-14";"2022-06-29";"094771153";
"70";"SOCIAL CHAT AND E-COMMERCE NETWORK FRAMEWORK FOR ENABLING A VARIETY OF COMMERCIAL AND NON-COMMERCIAL TRANSACTIONS THROUGH CHATBOT SERVICE-DRIVEN COMMUNICATION SESSIONS";"ANG CARLOS HANZYL [PH] 
REGUA HARLEY DAVIDSON [PH]";"AVIGATE INC [PH]";"PH22022050501U1 
PH22022050501U3";"2022-06-09";"G06Q30/00";"";"2022-06-29 
2023-06-14";"2022-06-29";"094734849";
"71";"TEST PACKAGE ANALYZER";"BAKSHI ASEEM [US] 
GUPTA RUCHIKA [US]";"WEBOMATES INC [US]";"US11550703B2 
US2022206927A1";"2020-12-29";"G06F11/36 
G06N20/00 
G06Q30/06";"G06F11/368 (EP,US) 
G06F11/3688 (US) 
G06N20/00 (US) 
G06Q30/0631 (EP,US) 
G06N20/00 (EP)";"2022-06-30 
2023-01-10";"2022-06-30";"082118674";
"72";"Session recommendation method, system and device and storage medium";"XU YONG 
SUN JIAYU";"UNIV SOUTH CHINA SCIENCE & TECH";"CN114691981A";"2022-03-02";"G06F16/2458 
G06F16/9535 
G06F16/9537 
G06K9/62 
G06N3/04 
G06N3/08 
G06Q30/06";"G06F16/2477 (CN) 
G06F16/9535 (CN) 
G06F16/9537 (CN) 
G06F18/214 (CN) 
G06F18/22 (CN) 
G06F18/2414 (CN) 
G06F18/253 (CN) 
G06N3/045 (CN) 
G06N3/049 (CN) 
G06N3/08 (CN) 
G06Q30/0631 (CN)";"2022-07-01";"2022-07-01";"082136676";
"73";"Text big data processing method and system fused with artificial intelligence";"XU XINGWEI";"XU XINGWEI";"CN114707493A";"2022-03-31";"G06F40/216 
G06F40/237 
G06F40/253 
G06F40/279";"G06F40/216 (CN) 
G06F40/237 (CN) 
G06F40/253 (CN) 
G06F40/279 (CN)";"2022-07-05";"2022-07-05";"082172265";
"74";"Method for suggesting fashion goods by using artificial intelligence stylist";"LEE DOO SIK 
KIM KYE HEUNG 
PARK YONG SOO 
LEE SU JUNG 
LEE CHANG HYUN 
PAEK JI YEON 
SEYOON JANG 
HA YOUN KIM";"IMCLOUD CO LTD [KR]";"KR20220094824A";"2020-12-29";"G06N20/00 
G06Q30/06";"G06N20/00 (KR) 
G06Q30/0631 (KR)";"2022-07-06";"2022-07-06";"082400096";
"75";"METHODS AND APPARATUSES FOR DEFENDING AGAINST DATA POISONING ATTACKS IN RECOMMENDER SYSTEMS";"ACHAN KANNAN [US] 
SHARMA DURGA DEEPTHI SINGH [IN] 
SHAHRASBI BEHZAD [US] 
AGRAWAL SAURABH [IN] 
MANI VENUGOPAL [US] 
WADHWA SOUMYA [US] 
MOTWANI KAMIYA [IN] 
KORPEOGLU EVREN [US] 
KUMAR SUSHANT [US]";"WALMART APOLLO LLC [US]";"US11770407B2 
US2022224717A1";"2021-01-12";"G06Q30/00 
G06Q30/06 
G06F16/9535 
G06N20/00 
G06Q50/26 
G06Q30/018 
G06Q30/0601 
H04L9/40";"G06F16/9535 (EP,US) 
G06F21/6254 (EP) 
G06N20/00 (US) 
G06Q30/0185 (EP,US) 
G06Q30/0631 (EP,US) 
G06Q50/265 (EP,US) 
H04L63/1466 (US) 
G06N20/00 (EP)";"2022-07-14 
2023-09-26";"2022-07-14";"082322400";
"76";"E-commerce product packaging box quality inspection method and system based on Internet of Things";"CHEN CAN";"CHEN CAN";"CN114754819A";"2022-04-24";"G01D21/02";"G01D21/02 (CN)";"2022-07-15";"2022-07-15";"082332743";
"77";"Method and Apparatus for Virtual Fitting Using Real Avatar";"HWANG SEONG SOOK";"THEHUM CO LTD [KR]";"KR102423034B1";"2021-07-07";"G06Q30/06 
G06T13/40";"G06Q30/06 (EP) 
G06T13/40 (EP)";"2022-07-20";"2022-07-20";"082609301";
"78";"PRODUCT SALES SYSTEM BASED ON ARTIFICIAL INTELLIGENCE";"CHU MIN JI";"PANDAGIFT CO LTD [KR]";"KR102423179B1";"2022-02-12";"G06N3/08 
G06Q30/02 
G06Q30/06";"";"2022-07-20";"2022-07-20";"082609322";
"79";"Gaming Smart farm system with farming system and gaming system";"YUN TAE SOO 
KIM MIN SEONG 
LEE BYUNG CHUN";"DONGSEO TECHNOLOGY HEADQUTERS [KR]";"KR20220105966A";"2021-01-21";"G06Q30/02 
G06Q30/06 
G06Q50/02 
G06Q50/30";"G06Q10/40 (KR) 
G06Q30/02 (KR) 
G06Q30/0601 (KR) 
G06Q50/02 (KR)";"2022-07-28";"2022-07-28";"082607737";
"80";"METHOD OF PREDICTING EXPORT DATE OF ITEMS AND DETERMINING LOCATION FOR STORING ITEMS BASED ON ARTIFICIAL INTELLIGENCE";"KIM YOUNG KWANG";"LOGIBEE INC [KR]";"KR102427001B1";"2021-09-27";"G06N20/00 
G06Q10/06 
G06Q10/08 
G06Q30/02 
G08B21/18";"";"2022-07-29";"2022-07-29";"082606411";
"81";"Data model reconstruction method and device based on blood relationship, equipment and medium";"CHEN CHUNENG";"CHINA PING AN PROPERTY INSURANCE CO LTD";"CN114840531A 
CN114840531B";"2022-05-30";"G06F16/215 
G06F16/22 
G06F16/28";"G06F16/215 (CN) 
G06F16/2282 (CN) 
G06F16/285 (CN)";"2022-08-02 
2024-05-28";"2022-08-02";"082571671";
